sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp,
0,0,Carlucci,28.3975659229209,4.64297337891134,6.19063117188179,10.3435937762163,94.1176470588235,
0,1,was,12.9817444219067,3.53438464632906,5.26397713283052,4.56534790967145,76.4705882352941,
0,2,deputy,25.1521298174442,5.80978121342355,9.92635687905184,9.14525059482537,100,
0,3,defense,20.2839756592292,5.26155133691677,8.09245516825927,8.35929271877142,88.2352941176471,
0,4,secretary,17.8498985801217,4.13598203293827,4.50712880774152,5.68606562182246,88.2352941176471,
0,5,from,12.9817444219067,4.42950333850163,5.1693710921944,5.29551247970923,82.3529411764706,
0,6,1981,17.0385395537525,5.65210447903001,11.9446190792892,7.10515623136433,94.1176470588235,
0,7,until,11.3590263691684,3.21660538162823,3.96860211488974,3.78666742135873,64.7058823529412,
0,8,"1986,",15.4158215010142,3.73815150308379,7.68006986292232,7.22887182296542,70.5882352941177,
0,9,national,19.47261663286,3.69448717663635,8.64311084067979,6.89411198686836,82.3529411764706,
0,10,security,20.2839756592292,4.25242023679811,6.09845092715941,7.31377467994655,94.1176470588235,
0,11,advisor,13.7931034482759,3.67265501341263,4.29608456324555,4.68906350127253,76.4705882352941,
0,12,from,8.92494929006085,2.75085256618885,2.75085256618885,2.75085256618885,64.7058823529412,
0,13,1986,10.5476673427992,5.33432521432918,5.58175639753135,5.9941417028683,64.7058823529412,
0,14,until,6.49087221095335,2.28267395483572,3.19962481023201,2.78238791306756,41.1764705882353,
0,15,"1987,",12.1703853955375,4.33247150195176,6.58118431399502,5.39497011217285,70.5882352941177,
0,16,and,8.92494929006085,2.76783313758508,2.93278725971986,2.93278725971986,58.8235294117647,
0,17,defense,14.604462474645,4.4125227671054,5.60601435666882,5.60601435666882,76.4705882352941,
0,18,secretary,12.1703853955375,3.017690116701,4.13598203293827,3.60473272782772,70.5882352941177,
0,19,in,2.43407707910751,0.645261713056644,0.645261713056644,0.645261713056644,17.6470588235294,
0,20,"1987,",13.7931034482759,4.2257364817469,5.44348603044778,5.82676178481977,70.5882352941177,
0,21,following,16.2271805273834,4.24756864497062,6.00384488652329,5.37798954077662,88.2352941176471,
0,22,the,2.43407707910751,0.528823509196799,0.528823509196799,0.528823509196799,17.6470588235294,
0,23,resignation,21.9066937119675,4.50470301182778,7.66794088335358,7.53209631218376,94.1176470588235,
0,24,of,3.24543610547667,1.03096326334238,1.03096326334238,1.03096326334238,23.5294117647059,
0,25,"Weinberger,",17.0385395537525,4.83461125609734,6.34103051853409,6.34103051853409,88.2352941176471,
0,26,his,5.67951318458418,2.09346187356347,2.09346187356347,2.09346187356347,41.1764705882353,
0,27,nomination,18.6612576064909,4.40767117527791,6.40410121229151,6.70247410968236,82.3529411764706,
0,28,by,3.24543610547667,0.69377763133158,0.999427916463675,0.999427916463675,17.6470588235294,
0,29,President,12.9817444219067,4.02439542090591,5.13783574531569,5.25184815326179,70.5882352941177,
0,30,Ronald,14.604462474645,3.582900564604,4.58232848106767,4.3761358283992,82.3529411764706,
0,31,Reagan,11.3590263691684,2.78481370898131,2.99585795347728,2.99585795347728,76.4705882352941,
0,32,and,4.86815415821501,1.67379918048528,1.67379918048528,1.67379918048528,35.2941176470588,
0,33,his,11.3590263691684,3.21417958571449,4.48772244043155,3.47859134031289,70.5882352941177,
0,34,confirmation,21.9066937119675,4.39554219570917,6.36528847767156,7.15367214963927,100,
0,35,in,0.811359026369168,0.14312195891106,0.14312195891106,0.14312195891106,5.88235294117647,
0,36,the,8.92494929006085,2.97159999433981,4.57747688924018,3.25056652442069,58.8235294117647,
0,37,Senate,19.47261663286,3.95162154349351,7.73586316893849,6.03780602931574,94.1176470588235,
0,38,by,4.86815415821501,1.34146514030197,3.62899068696519,1.34146514030197,35.2941176470588,
0,39,a,8.11359026369168,3.26997289173066,4.35187786926173,3.49072031988162,52.9411764705882,
0,40,vote,12.9817444219067,3.61443591148271,7.5806122304587,4.27910399184933,76.4705882352941,
0,41,of,5.67951318458418,1.89212081272249,6.79708015031849,1.89212081272249,41.1764705882353,
0,42,91,10.5476673427992,4.38826480796793,7.14396896598428,5.31734464293295,64.7058823529412,
0,43,to,10.5476673427992,2.88912293327242,11.3672796518174,3.8424607273749,58.8235294117647,
0,44,1.<EOS>,3.24543610547667,1.1716594263397,8.48543410628625,1.1716594263397,23.5294117647059,
1,0,All,3.06513409961686,0.74458457908061,0.74458457908061,0.74458457908061,22.2222222222222,
1,1,members,16.8582375478927,3.90391422385649,4.98528013562895,6.3026220832331,83.3333333333333,
1,2,of,3.83141762452107,0.762912814873363,1.02179914544601,1.02638120439419,22.2222222222222,
1,3,the,6.89655172413793,2.14440358775216,2.14440358775216,2.27957432672371,44.4444444444444,
1,4,Bouvier,23.7547892720307,5.14107013986735,6.84101400964523,9.72083805858163,94.4444444444444,
1,5,family,14.5593869731801,4.23382246812605,6.57525459065031,4.93945954614706,88.8888888888889,
1,6,"(except,",18.3908045977011,3.72292289540305,4.11697996494725,5.55116441573021,88.8888888888889,
1,7,of,6.13026819923372,1.68390666345923,1.68390666345923,1.90384549297227,38.8888888888889,
1,8,"course,",12.2605363984674,2.94397287421103,3.42508906377081,3.19598611636139,83.3333333333333,
1,9,Marge),19.9233716475096,5.36100896938039,7.23278004971534,10.0049257133693,94.4444444444444,
1,10,smoke,22.9885057471264,3.75499730804037,9.14349863110989,6.90974489386806,88.8888888888889,
1,11,heavily,16.0919540229885,3.25555288268784,7.13884784127748,5.41599367675865,77.7777777777778,
1,12,and,1.53256704980843,0.345945450588222,0.345945450588222,0.345945450588222,11.1111111111111,
1,13,have,14.5593869731801,5.29915117357985,6.47903135273835,5.91772913158528,88.8888888888889,
1,14,gruff,13.0268199233716,3.3494850911257,4.52478321133602,5.21209205356427,66.6666666666667,
1,15,voices,14.5593869731801,3.96806304913113,5.60385809363438,5.30144220305394,72.2222222222222,
1,16,and,3.83141762452107,1.26693929917408,1.26693929917408,1.26693929917408,27.7777777777778,
1,17,"sarcastic,",20.6896551724138,4.11010687652497,5.37246411675086,6.24763737585484,94.4444444444444,
1,18,snarky,20.6896551724138,4.54769350607696,7.96820051089957,7.80324638876479,88.8888888888889,
1,19,demeanours.<EOS>,20.6896551724138,4.40335864920902,18.2503407906343,8.91897774264866,88.8888888888889,
2,0,Genuinely,26.3322884012539,4.68244769423504,7.48291881320508,9.81477026701949,100,
2,1,touching,30.0940438871473,5.70966200025618,8.292693594594,11.8617009644193,100,
2,2,because,25.0783699059561,5.14356944474818,8.31518733852147,8.50263520458373,100,
2,3,it's,12.5391849529781,3.32532514394434,4.50999565745777,3.92890727266479,72.7272727272727,
2,4,realistic,23.8244514106583,3.79769376642121,5.72465782954116,7.41918653874391,81.8181818181818,
2,5,about,21.3166144200627,5.49597143294521,5.78839010400233,8.2177144481691,90.9090909090909,
2,6,all,8.77742946708464,2.36559206970561,7.55040004498749,2.78172633236381,54.5454545454545,
2,7,kinds,17.5548589341693,4.10510826676331,15.0033271996226,5.28228086563425,90.9090909090909,
2,8,of,5.01567398119122,1.28589236118705,4.49874878549404,1.28589236118705,36.3636363636364,
2,9,love.<EOS>,12.5391849529781,2.84170964950373,15.7043822186954,4.22507490104315,63.6363636363636,
3,0,Shire,12.6436781609195,3.19254957215025,4.23725901233719,5.28196845252414,58.3333333333333,
3,1,became,40.2298850574713,4.53623835870649,5.6943537578611,13.5262380150521,91.6666666666667,
3,2,famous,28.735632183908,3.85236606068937,8.04151345407059,8.18928485514966,100,
3,3,for,2.29885057471264,0.797278256984776,0.797278256984776,0.797278256984776,16.6666666666667,
3,4,her,10.3448275862069,2.71830647101275,2.71830647101275,3.79738135331111,58.3333333333333,
3,5,roles,14.9425287356322,2.56022543730025,4.54998453555105,4.51561909343964,66.6666666666667,
3,6,as,9.19540229885057,1.58424688133613,1.58424688133613,2.49836764149971,50,
3,7,the,10.3448275862069,2.80422007629128,2.80422007629128,3.83861988384481,50,
3,8,wife,16.0919540229885,4.05168562493557,5.14107013986735,5.60844015258256,83.3333333333333,
3,9,of,9.19540229885057,3.57056943537579,4.00357400597959,3.80081789752225,58.3333333333333,
3,10,boxer,13.7931034482759,2.70799683837933,4.04824908072442,3.98295474071274,66.6666666666667,
3,11,Rocky,20.6896551724138,3.113509055294,9.68074504278498,6.11361215162033,75,
3,12,Balboa,25.2873563218391,4.60840578714045,10.9488298566961,8.09993470565999,100,
3,13,in,5.74712643678161,1.54644489501357,1.54644489501357,1.54644489501357,41.6666666666667,
3,14,the,9.19540229885057,1.86948005086085,2.70799683837933,2.95199147737036,41.6666666666667,
3,15,Rocky,21.8390804597701,3.80081789752225,10.7254544829719,7.10333688442902,91.6666666666667,
3,16,"movies,",13.7931034482759,2.46743874359944,5.18230867040105,3.62555414275405,66.6666666666667,
3,17,and,5.74712643678161,1.91759166981683,2.48462146465514,1.91759166981683,41.6666666666667,
3,18,for,6.89655172413793,1.62892195608097,3.93140657754562,1.90384549297227,41.6666666666667,
3,19,her,10.3448275862069,2.78360081102443,4.41939585552768,3.52589436063095,58.3333333333333,
3,20,role,10.3448275862069,3.10319942266057,3.48121928588611,3.10319942266057,75,
3,21,in,3.44827586206897,1.32306952128939,1.4983332760576,1.32306952128939,25,
3,22,The,8.04597701149425,1.7732568129489,2.16845939723015,2.16845939723015,50,
3,23,Godfather,17.2413793103448,3.9967009175573,11.3990171483556,5.59813051994914,83.3333333333333,
3,24,and,9.19540229885057,2.77329117839101,5.1788721261899,2.96917419842606,58.3333333333333,
3,25,its,8.04597701149425,2.46743874359944,5.38162823464724,2.99323000790405,50,
3,26,sequels.<EOS>,13.7931034482759,4.10667033231383,14.5193992920719,5.42630330939208,75,
4,0,As,2.50783699059561,0.356150945518278,0.356150945518278,1.0572059645911,9.09090909090909,
4,1,a,2.50783699059561,0.404887390694463,0.404887390694463,0.877256013171337,9.09090909090909,
4,2,"child,",17.5548589341693,3.10413666199088,3.83518333963366,5.19605484724561,90.9090909090909,
4,3,his,10.0313479623824,2.99166794235353,2.99166794235353,3.57650528446776,54.5454545454545,
4,4,hero,17.5548589341693,4.25131760229186,5.18855693260312,6.26825664112169,81.8181818181818,
4,5,was,15.0470219435737,4.06386973622961,5.35726001205915,4.94862366404344,90.9090909090909,
4,6,"Batman,",23.8244514106583,4.08636348015708,8.67133828403975,7.13426578232929,90.9090909090909,
4,7,and,3.76175548589342,0.716050848357801,0.716050848357801,1.03471222066363,18.1818181818182,
4,8,as,7.52351097178683,1.87822761794376,1.87822761794376,1.87822761794376,54.5454545454545,
4,9,a,5.01567398119122,1.70202662384524,2.02068799615107,1.70202662384524,36.3636363636364,
4,10,teenager,20.0626959247649,3.95140101659226,4.8286570297636,5.63843181115252,100,
4,11,his,2.50783699059561,0.543598811580529,1.01971639137865,0.543598811580529,18.1818181818182,
4,12,interests,17.5548589341693,3.32907410126559,5.71341095757742,5.89710986631843,81.8181818181818,
4,13,shifted,13.7931034482759,2.89044609467992,4.22507490104315,4.37878215121419,63.6363636363636,
4,14,towards,16.3009404388715,4.80991224315737,10.1859170418227,6.26825664112169,90.9090909090909,
4,15,music.<EOS>,10.0313479623824,3.78644689445748,10.3471222066363,4.32254779139552,63.6363636363636,
5,0,During,12.2605363984674,3.53964053747551,3.87642187016736,4.9234223398284,61.1111111111111,
5,1,his,4.59770114942529,1.69077975188151,1.95883020035053,1.69077975188151,33.3333333333333,
5,2,seventh-grade,39.8467432950192,3.73666907224761,10.2729761618383,14.2387481814954,88.8888888888889,
5,3,school,16.8582375478927,3.93598863649381,6.68064194645864,5.01048145984398,94.4444444444444,
5,4,"year,",11.4942528735632,3.37697744481483,4.27735202813384,4.05054011019852,66.6666666666667,
5,5,Coltrane,22.2222222222222,6.46299414641969,7.35420461184233,9.58337629013597,100,
5,6,experienced,18.3908045977011,5.04942896090358,7.75055271086063,6.54318017801299,94.4444444444444,
5,7,three,12.2605363984674,4.02992084493167,4.02992084493167,4.26131482181518,83.3333333333333,
5,8,deaths,17.6245210727969,3.49840200694182,8.42640640571841,5.65426074206445,83.3333333333333,
5,9,in,4.59770114942529,1.64037710345144,1.88780828665361,1.64037710345144,33.3333333333333,
5,10,his,9.19540229885057,2.54762477519273,2.68966860258657,2.9164805205219,55.5555555555556,
5,11,close-knit,26.0536398467433,5.11128675670413,11.3451779557144,9.37031054904521,100,
5,12,family,9.96168582375479,2.65072110152697,2.87065993104001,2.87065993104001,66.6666666666667
5,13,he,1.53256704980843,0.27950559583949,0.27950559583949,0.27950559583949,11.1111111111111,
5,14,lost,13.7931034482759,4.18112879022189,4.40106761973493,4.40106761973493,94.4444444444444,
5,15,his,6.13026819923372,1.31275988865597,1.48458709921303,1.48458709921303,38.8888888888889,
